user_id,passion,hobby,education_level,age,skills,openness,conscientiousness,extraversion,agreeableness,neuroticism,salary_importance,work_life_balance,career_title,risk_tolerance,creativity_score,analytical_thinking,people_orientation,detail_oriented,stress_tolerance
user_2232,Writing,Traveling,High School,62,"Cybersecurity, Empathy, Photography, Time Management",3,6,10,1,7,8,8,UX Designer,,,,,,
user_2233,Fitness,Traveling,Vocational,62,"First Aid, Public Speaking",3,6,7,1,1,5,2,Pilot,,,,,,
user_2234,Astronomy,Board Games,High School,46,"Project Management, Weightlifting",8,10,8,2,8,7,4,Civil Engineer,,,,,,
user_2235,DIY,Collecting Stamps,High School,62,"Financial Literacy, Leadership, Photography, Singing",2,8,7,8,7,3,3,Sales Representative,,,,,,
user_2236,Cars,Playing Guitar,Master's,22,"Critical Thinking, First Aid, Foreign Languages, Leadership",8,3,6,7,1,5,7,AI Engineer,,,,,,
user_2237,Technology,Reading,Doctorate,27,"Critical Thinking, Data Analysis, Programming",1,10,8,4,2,3,3,Software Engineer,,,,,,
user_2238,Cars,Reading,Associate's,32,"Carpentry, Financial Literacy, First Aid",2,7,10,5,4,6,4,Chef,,,,,,
user_2239,Gaming,Origami,High School,33,"Cooking, Electrical Repair",4,3,2,4,7,8,9,Construction Worker,,,,,,
user_2240,Dancing,Fishing,High School,19,"Driving, Empathy, Negotiation, Programming, Writing",1,6,3,10,6,1,9,Lawyer,,,,,,
user_2241,Travel,Fishing,Doctorate,55,"Carpentry, Cooking, Financial Literacy, Singing, UI/UX Design",7,10,3,7,4,6,7,Environmental Scientist,,,,,,
user_2242,Writing,Bird Watching,Master's,46,"Conflict Resolution, Graphic Design, Photography, Time Management",8,9,5,10,6,4,2,Construction Worker,,,,,,
user_2243,Music,Writing,High School,57,"Carpentry, Cybersecurity, Data Analysis, Foreign Languages, Photography",5,7,2,7,5,7,2,Journalist,,,,,,
user_2244,Collecting,Writing,Associate's,46,"Driving, Empathy",9,2,1,2,5,9,2,Civil Engineer,,,,,,
user_2245,Art,Board Games,Master's,56,"Digital Marketing, Electrical Repair, Research, Sewing",5,9,2,3,7,9,2,Marketing Manager,,,,,,
user_2246,Volunteering,Running,Master's,56,"Conflict Resolution, Cooking",9,1,9,2,5,1,4,Psychologist,,,,,,
user_2247,DIY,Origami,High School,39,"Cooking, Cybersecurity, Digital Marketing, Financial Literacy, Leadership",7,10,10,1,3,2,4,HR Manager,,,,,,
user_2248,Entrepreneurship,Traveling,Master's,35,"Critical Thinking, Data Analysis, Programming",9,2,3,6,10,9,4,Software Engineer,,,,,,
user_2249,Gaming,Astronomy,Associate's,55,"AI Prompt Engineering, Carpentry, Conflict Resolution, Graphic Design",7,1,10,3,1,4,4,Cybersecurity Specialist,,,,,,
user_2250,Chess,Rock Climbing,High School,44,"Conflict Resolution, Leadership, Negotiation, UI/UX Design, Writing",2,4,1,5,10,10,6,HR Manager,,,,,,
user_2251,Dancing,Knitting,Associate's,40,"Leadership, Video Editing",3,10,6,4,3,3,4,Journalist,,,,,,
user_2252,Dancing,Traveling,Vocational,44,"Photography, Weightlifting",10,6,6,8,5,6,9,Marketing Manager,,,,,,
user_2253,Photography,Yoga,High School,51,"Financial Literacy, First Aid, Negotiation",5,3,8,9,9,6,10,Sales Representative,,,,,,
user_2254,Entrepreneurship,Dancing,Bachelor's,57,"Carpentry, Driving, Negotiation",10,7,3,8,7,3,3,Biomedical Engineer,,,,,,
user_2255,Photography,Origami,Associate's,25,"AI Prompt Engineering, Cybersecurity, Empathy",6,6,8,9,1,3,3,Psychologist,,,,,,
user_2256,Acting,Meditation,Associate's,41,"Empathy, Project Management",7,10,5,5,8,4,6,Lawyer,,,,,,
user_2257,Technology,Reading,Master's,43,"Critical Thinking, Data Analysis, Programming",7,7,8,5,8,8,3,Software Engineer,,,,,,
user_2258,Volunteering,Chess,Vocational,65,"Carpentry, Conflict Resolution, Programming, Singing, Video Editing",2,9,8,8,8,10,6,Electrician,,,,,,
user_2259,Photography,Collecting Stamps,Vocational,26,"Negotiation, Project Management, Sewing, Weightlifting",8,8,8,3,8,8,5,Sales Representative,,,,,,
user_2260,Chess,Dancing,Vocational,23,"Critical Thinking, UI/UX Design",9,5,7,1,4,7,4,Social Worker,,,,,,
user_2261,Volunteering,Rock Climbing,Associate's,29,"Empathy, Sewing",5,8,6,10,9,4,6,Cybersecurity Specialist,,,,,,
user_2262,Psychology,Baking,Vocational,61,"Cooking, Digital Marketing, Leadership",3,1,3,6,5,7,2,Sales Representative,,,,,,
user_2265,Writing,Scuba Diving,Bachelor's,53,"Conflict Resolution, Project Management, Research",1,1,9,2,1,1,2,Sales Representative,,,,,,
user_2266,Cooking,Fishing,High School,38,"Conflict Resolution, Cooking, Data Analysis, First Aid, Time Management",10,1,10,7,8,2,1,AI Engineer,,,,,,
user_2267,Cooking,Chess,Vocational,60,"Conflict Resolution, Driving, Writing",5,10,7,7,6,3,10,Statistician,,,,,,
user_2268,Reading,Reading,Vocational,38,"Empathy, Public Speaking",4,7,8,6,8,8,8,Elementary Teacher,,,,,,
user_2269,Astronomy,Fishing,High School,31,"Critical Thinking, Programming",10,8,10,2,5,1,8,Plumber,,,,,,
user_2270,Animals,Collecting Stamps,High School,48,"Cybersecurity, Foreign Languages, Video Editing, Weightlifting",10,8,5,8,3,2,8,Dentist,,,,,,
user_2272,Music,Bird Watching,Master's,23,"Driving, Writing",3,9,4,10,5,8,7,Mechanic,,,,,,
user_2273,Psychology,Skiing,Master's,31,"Data Analysis, Digital Marketing, Driving, Sewing, UI/UX Design",10,7,3,8,6,7,5,Biomedical Engineer,,,,,,
user_2274,History,Singing,Associate's,43,"Financial Literacy, Photography, Programming, Public Speaking, Video Editing",4,7,3,2,1,6,2,Journalist,,,,,,
user_2275,Fitness,Singing,Master's,24,"Empathy, Photography",6,4,8,4,10,7,6,Plumber,,,,,,
user_2276,Fashion,Video Gaming,Bachelor's,62,"Cooking, Negotiation",5,9,10,10,1,8,2,AI Engineer,,,,,,
user_2277,Fitness,Scuba Diving,Master's,29,"Driving, Programming, Project Management, Public Speaking, Time Management",4,4,2,4,3,7,9,Psychologist,,,,,,
user_2278,Environment,Board Games,Associate's,39,"Critical Thinking, Data Analysis, Programming",9,5,3,6,2,10,6,Data Scientist,,,,,,
user_2279,Cooking,Painting,Vocational,62,"Cybersecurity, Negotiation, Project Management, Weightlifting",9,6,9,8,1,7,4,Biomedical Engineer,,,,,,
user_2280,Photography,Dancing,Vocational,52,"AI Prompt Engineering, Data Analysis, Leadership, Negotiation, Writing",4,6,10,7,5,8,3,Actor,,,,,,
user_2281,Technology,Fishing,High School,47,"Digital Marketing, Leadership, Weightlifting",2,1,2,9,6,1,9,Dentist,,,,,,
user_2282,Magic,Dancing,High School,65,"Data Analysis, Financial Literacy, Programming, Singing",6,9,1,2,1,9,9,Cybersecurity Specialist,,,,,,
user_2283,Writing,Meditation,Vocational,46,"Financial Literacy, Photography, Research, Robotics, Video Editing",5,7,6,4,4,4,5,Lawyer,,,,,,
user_2284,Animals,Origami,Vocational,27,"Carpentry, Data Analysis, Leadership, UI/UX Design, Weightlifting",10,2,6,1,3,4,8,Pilot,,,,,,
user_2285,Volunteering,Yoga,Doctorate,22,"Critical Thinking, Empathy, First Aid",1,10,8,10,7,3,10,Registered Nurse,,,,,,
user_2286,Entrepreneurship,Reading,Master's,52,"AI Prompt Engineering, Data Analysis, Singing, Time Management",2,8,5,8,4,7,7,Lawyer,,,,,,
user_2287,Fashion,Astronomy,Associate's,50,"Conflict Resolution, Financial Literacy, Negotiation, Weightlifting",8,2,4,2,10,9,5,Social Worker,,,,,,
user_2288,Animals,Fishing,Vocational,39,"Digital Marketing, Electrical Repair, Financial Literacy, First Aid, Writing",3,2,3,4,9,5,9,Plumber,,,,,,
user_2289,Gaming,Board Games,Master's,51,"Conflict Resolution, Cooking, Negotiation, Time Management, Writing",9,4,3,3,10,1,1,UX Designer,,,,,,
user_2290,Dancing,Video Gaming,Vocational,42,"Critical Thinking, Negotiation, Public Speaking, Singing",6,10,2,10,4,5,5,Mechanic,,,,,,
user_2291,History,Playing Guitar,Vocational,21,"Cooking, Digital Marketing, Negotiation, Photography, Weightlifting",4,6,10,8,6,10,9,Financial Analyst,,,,,,
user_2292,Entrepreneurship,Traveling,High School,51,"Cooking, Financial Literacy, Sewing, Singing, Writing",8,9,9,3,8,4,8,Biomedical Engineer,,,,,,
user_2293,Cars,Singing,Master's,64,"Conflict Resolution, Foreign Languages, Video Editing",7,1,10,8,10,8,9,Sales Representative,,,,,,
user_2294,Art,Video Gaming,Doctorate,26,"AI Prompt Engineering, Carpentry, Empathy, Sewing, Weightlifting",1,2,1,8,10,4,3,Dentist,,,,,,
user_2295,Fitness,Knitting,Vocational,19,"AI Prompt Engineering, Critical Thinking, Driving, Graphic Design",6,7,8,2,2,8,8,Construction Worker,,,,,,
user_2296,Cars,Fishing,Master's,23,"Critical Thinking, Driving, Leadership, Programming, Public Speaking",8,6,6,4,9,1,6,Actor,,,,,,
user_2297,Travel,Rock Climbing,Master's,41,"Electrical Repair, Sewing",1,6,2,4,1,7,10,Social Worker,,,,,,
user_2298,Entrepreneurship,Running,Vocational,53,"Carpentry, Programming, Research, Robotics, UI/UX Design",8,9,6,4,8,10,9,Psychologist,,,,,,
user_2299,Astronomy,Cycling,Bachelor's,33,"Conflict Resolution, Weightlifting",7,4,10,1,9,6,9,Electrician,,,,,,
user_2300,Reading,Board Games,Master's,25,"Carpentry, Electrical Repair, Photography, Singing, Video Editing",7,6,7,1,7,8,8,Plumber,,,,,,
user_2301,Dancing,Astronomy,High School,38,"Driving, Negotiation, Project Management, Weightlifting, Writing",1,5,1,3,6,9,10,Chef,,,,,,
user_2302,Fashion,Painting,Vocational,39,"Critical Thinking, Leadership, Negotiation, Research, Sewing",8,3,1,9,1,3,5,Social Worker,,,,,,
user_2303,Magic,Board Games,Associate's,55,"Data Analysis, Programming, Video Editing",9,2,7,2,2,6,6,Mechanic,,,,,,
user_2305,Art,Traveling,Doctorate,42,"AI Prompt Engineering, Critical Thinking, Digital Marketing, Research",6,7,6,9,1,4,7,Dentist,,,,,,
user_2306,Cooking,Yoga,Associate's,38,"Public Speaking, Writing",9,4,4,6,2,5,3,Plumber,,,,,,
user_2307,Fitness,Dancing,Doctorate,23,"Critical Thinking, Empathy, First Aid",3,6,2,5,1,10,7,Registered Nurse,,,,,,
user_2308,Writing,Bird Watching,High School,55,"Video Editing, Weightlifting",7,9,9,2,4,1,4,Financial Analyst,,,,,,
user_2311,Gardening,Board Games,Bachelor's,24,"Carpentry, First Aid, Public Speaking, Video Editing, Weightlifting",2,5,5,8,2,7,6,Environmental Scientist,,,,,,
user_2312,Fitness,Dancing,Doctorate,60,"AI Prompt Engineering, Research, Weightlifting",7,10,5,6,5,2,10,Marketing Manager,,,,,,
user_2313,Astronomy,Singing,Bachelor's,26,"AI Prompt Engineering, Photography",9,4,8,4,10,7,6,Social Worker,,,,,,
user_2315,Acting,Singing,Bachelor's,64,"Graphic Design, Photography, Robotics",9,5,2,6,6,2,1,Financial Analyst,,,,,,
user_2316,Music,Dancing,Bachelor's,52,"Leadership, Weightlifting",5,9,3,1,8,3,8,Psychologist,,,,,,
user_2318,DIY,Swimming,Bachelor's,36,"AI Prompt Engineering, Cooking, Leadership, UI/UX Design, Weightlifting",9,2,10,5,7,9,8,UX Designer,,,,,,
user_2319,History,Hiking,High School,30,"Carpentry, Financial Literacy, Negotiation, Weightlifting, Writing",7,7,9,5,10,1,6,Biomedical Engineer,,,,,,
user_2320,Entrepreneurship,Scuba Diving,Bachelor's,28,"Critical Thinking, Empathy, First Aid",4,5,1,4,9,9,4,Registered Nurse,,,,,,
user_2321,Volunteering,Reading,Bachelor's,30,"Empathy, Leadership, Public Speaking",9,9,10,6,4,2,2,Elementary Teacher,,,,,,
user_2322,Astronomy,Playing Guitar,Associate's,23,"Graphic Design, Programming, Research, Time Management",7,7,1,9,7,3,4,Construction Worker,,,,,,
user_2323,Magic,Skiing,Vocational,27,"Conflict Resolution, Financial Literacy, Singing, Writing",10,3,3,6,2,9,3,Lawyer,,,,,,
user_2324,Fitness,Fishing,Doctorate,44,"Data Analysis, Programming",10,9,2,1,10,10,8,Data Scientist,,,,,,
user_2326,Acting,Reading,High School,39,"Carpentry, Public Speaking, Research, Video Editing, Writing",1,3,5,8,5,9,6,Statistician,,,,,,
user_2327,Fashion,Cycling,Master's,28,"Critical Thinking, Data Analysis, Programming",10,8,3,6,5,1,2,Data Scientist,,,,,,
user_2328,Photography,Skiing,High School,50,"AI Prompt Engineering, Critical Thinking, First Aid, Negotiation, Research",8,9,1,1,8,10,3,Chef,,,,,,
user_2329,Astronomy,Singing,Associate's,41,"Financial Literacy, First Aid, Programming, Robotics",6,9,4,9,8,6,1,Electrician,,,,,,
user_2330,Travel,Cycling,Bachelor's,27,"Financial Literacy, Weightlifting",2,4,6,10,9,1,5,Mechanic,,,,,,
user_2331,Sports,Reading,High School,21,"Critical Thinking, Video Editing",1,2,10,4,4,6,3,Lawyer,,,,,,
user_2332,Writing,Knitting,Doctorate,35,"Robotics, Sewing, Video Editing",4,4,2,7,2,5,1,Financial Analyst,,,,,,
user_2333,Technology,Board Games,Bachelor's,47,"Critical Thinking, Data Analysis, Programming",10,10,6,1,9,2,10,Data Scientist,,,,,,
user_2334,Art,Photography,Bachelor's,27,"Graphic Design, UI/UX Design",4,1,3,3,9,7,8,Graphic Designer,,,,,,
user_2335,Cooking,Photography,Bachelor's,34,"Graphic Design, UI/UX Design",6,8,2,8,6,4,3,Graphic Designer,,,,,,
user_2336,Dancing,Fishing,Master's,47,"Robotics, Video Editing",9,4,2,8,2,6,2,AI Engineer,,,,,,
user_2337,Psychology,Astronomy,Master's,37,"Critical Thinking, Electrical Repair, Foreign Languages, Weightlifting",4,2,4,8,2,8,5,Chef,,,,,,
user_2338,Chess,Fishing,Doctorate,21,"Empathy, Programming, Robotics, Writing",4,5,1,2,2,8,7,Chef,,,,,,
user_2340,Entrepreneurship,Chess,Vocational,48,"Critical Thinking, Data Analysis, Programming",9,3,5,2,2,7,5,Data Scientist,,,,,,
user_2341,Astronomy,Fishing,Associate's,60,"First Aid, Foreign Languages, Project Management, Sewing, UI/UX Design",9,3,3,4,1,7,5,Statistician,,,,,,
user_2343,Collecting,Chess,Master's,38,"Foreign Languages, Public Speaking",6,5,2,2,4,8,2,Environmental Scientist,,,,,,
user_2344,History,Rock Climbing,Doctorate,20,"Driving, Foreign Languages, Robotics, Singing, Time Management",6,8,7,1,2,9,9,Architect,,,,,,
user_2345,Fitness,Singing,Bachelor's,33,"Cybersecurity, Digital Marketing, First Aid",6,10,8,4,7,10,8,Pilot,,,,,,
user_2346,Photography,Photography,Doctorate,62,"Conflict Resolution, Cooking, First Aid, Public Speaking, Research",1,10,4,8,1,2,2,Cybersecurity Specialist,,,,,,
user_2347,Cars,Reading,Doctorate,57,"Carpentry, Cooking, Programming, Time Management",6,1,10,6,8,10,3,Marketing Manager,,,,,,
user_2348,Volunteering,Gardening,Bachelor's,31,"Critical Thinking, Foreign Languages, Graphic Design",2,2,10,6,5,1,7,AI Engineer,,,,,,
user_2349,DIY,Skiing,High School,43,"Data Analysis, Graphic Design, Sewing",3,2,8,10,6,10,3,Mechanic,,,,,,
user_2350,Entrepreneurship,Bird Watching,Bachelor's,26,"Cybersecurity, Photography, Programming, Robotics",9,6,7,2,7,3,8,Psychologist,,,,,,
user_2351,Psychology,Bird Watching,Vocational,27,"Cooking, Financial Literacy, Writing",4,8,5,3,2,5,3,Journalist,,,,,,
user_2352,Chess,Bird Watching,Associate's,25,"Electrical Repair, Financial Literacy, Graphic Design, Leadership",10,10,5,3,6,1,6,Electrician,,,,,,
user_2353,Psychology,Rock Climbing,Doctorate,61,"AI Prompt Engineering, Cybersecurity, Digital Marketing, Research, Writing",7,5,3,8,4,8,10,Construction Worker,,,,,,
user_2354,Languages,Origami,High School,26,"Cooking, Digital Marketing, Graphic Design",2,2,2,4,4,1,2,Dentist,,,,,,
user_2355,Sports,Knitting,Master's,35,"Cybersecurity, Data Analysis, Empathy, Weightlifting",3,4,3,3,3,4,3,Plumber,,,,,,
user_2357,Music,Collecting Stamps,Master's,31,"AI Prompt Engineering, Data Analysis, Digital Marketing, Graphic Design, Negotiation",2,8,9,5,5,10,9,Social Worker,,,,,,
user_2358,Fashion,Origami,Doctorate,32,"Data Analysis, Digital Marketing",4,8,1,5,10,5,7,Journalist,,,,,,
user_2359,Astronomy,Origami,High School,18,"Cooking, Digital Marketing, Negotiation, UI/UX Design",9,9,3,4,5,9,2,Plumber,,,,,,
user_2360,Gardening,Gardening,Vocational,64,"Sewing, Singing, Time Management, Writing",3,6,9,8,6,4,8,Social Worker,,,,,,
user_2361,DIY,Gardening,Bachelor's,19,"Driving, Foreign Languages, Public Speaking, Weightlifting, Writing",7,4,4,2,2,10,2,Financial Analyst,,,,,,
user_2362,Gaming,Cycling,Master's,43,"Critical Thinking, Programming",8,10,2,8,1,4,8,Software Engineer,,,,,,
user_2363,Chess,Gardening,High School,36,"Leadership, Project Management, Public Speaking, Writing",3,2,7,3,5,8,5,Civil Engineer,,,,,,
user_2364,Technology,Origami,Associate's,21,"Cooking, Driving, Project Management, Robotics, Time Management",10,1,6,4,7,8,10,Civil Engineer,,,,,,
user_2365,Astronomy,Running,Doctorate,56,"Conflict Resolution, Digital Marketing",6,6,1,9,2,10,10,Construction Worker,,,,,,
user_2366,Fashion,Baking,Doctorate,64,"Empathy, Robotics",8,5,5,3,1,6,5,HR Manager,,,,,,
user_2367,Sports,Reading,Master's,29,"Data Analysis, Empathy",7,8,6,10,10,4,1,Actor,,,,,,
user_2368,DIY,Skiing,Master's,21,"Financial Literacy, Graphic Design, Programming, Time Management, Writing",5,5,7,6,5,9,5,Construction Worker,,,,,,
user_2369,Psychology,Swimming,Associate's,40,"AI Prompt Engineering, Electrical Repair, Leadership, Video Editing",4,5,9,8,6,3,6,Chef,,,,,,
user_2370,Fitness,Knitting,Bachelor's,26,"Electrical Repair, Foreign Languages, Graphic Design, Public Speaking",4,9,1,8,10,6,2,Plumber,,,,,,
user_2371,Photography,Writing,Master's,30,"Graphic Design, UI/UX Design",2,6,1,8,2,8,5,Graphic Designer,,,,,,
user_2372,Environment,Singing,High School,58,"Cybersecurity, Weightlifting",4,3,4,2,10,8,7,Cybersecurity Specialist,,,,,,
user_2373,Volunteering,Chess,Associate's,35,"Critical Thinking, Foreign Languages, Negotiation, Sewing, Time Management",9,10,3,5,5,2,9,Lawyer,,,,,,
user_2374,Acting,Chess,Doctorate,61,"Cybersecurity, Sewing, UI/UX Design, Writing",10,3,10,8,6,10,2,Journalist,,,,,,
user_2376,Sports,Rock Climbing,Master's,48,"Electrical Repair, Leadership, Public Speaking",6,4,5,3,6,2,10,Actor,,,,,,
user_2377,Fashion,Yoga,Bachelor's,45,"Cybersecurity, Foreign Languages, Public Speaking, Sewing, Video Editing",10,2,10,2,10,4,6,Sales Representative,,,,,,
user_2378,Dancing,Video Gaming,Bachelor's,55,"Conflict Resolution, Leadership, Programming, Research, UI/UX Design",6,7,8,6,10,2,1,Financial Analyst,,,,,,
user_2379,Fitness,Rock Climbing,Associate's,46,"Data Analysis, First Aid, Robotics, UI/UX Design, Writing",1,6,8,8,1,3,6,Dentist,,,,,,
user_2380,Art,Skiing,Master's,62,"Cooking, Electrical Repair, Project Management, Research",6,7,4,8,5,5,9,Chef,,,,,,
user_2381,Photography,Singing,Associate's,62,"Carpentry, Cybersecurity, Programming, Weightlifting",6,1,10,6,4,1,8,Financial Analyst,,,,,,
user_2382,Animals,Fishing,Doctorate,50,"Cybersecurity, First Aid, Public Speaking, Singing, Time Management",3,7,7,1,4,7,7,AI Engineer,,,,,,
user_2383,Gaming,Cooking,Doctorate,56,"Cybersecurity, Negotiation, Photography, Public Speaking",1,8,10,7,2,7,6,Marketing Manager,,,,,,
user_2384,Astronomy,Cycling,Bachelor's,36,"Data Analysis, Time Management",7,4,7,10,6,1,8,Marketing Manager,,,,,,
user_2385,History,Photography,Associate's,45,"AI Prompt Engineering, Leadership, Project Management, Public Speaking, Writing",4,1,8,1,1,9,2,AI Engineer,,,,,,
user_2386,Astronomy,Yoga,Vocational,29,"Carpentry, Conflict Resolution, Cybersecurity, Sewing, Time Management",5,10,5,2,9,1,2,Environmental Scientist,,,,,,
user_2387,Psychology,Cooking,Master's,37,"Digital Marketing, First Aid, Graphic Design, Public Speaking, Weightlifting",2,9,3,9,8,10,2,Journalist,,,,,,
user_2388,Acting,Reading,Vocational,32,"AI Prompt Engineering, Negotiation",7,7,7,10,5,3,4,Journalist,,,,,,
user_2389,Collecting,Writing,Doctorate,36,"Critical Thinking, Leadership, Video Editing",4,8,8,4,5,9,6,Statistician,,,,,,
user_2390,Languages,Photography,Bachelor's,54,"Graphic Design, Robotics, Video Editing",3,6,1,6,6,4,3,Dentist,,,,,,
user_2391,Environment,Scuba Diving,Master's,33,"Cybersecurity, Electrical Repair, Project Management, Singing, Video Editing",8,10,4,9,9,10,5,Dentist,,,,,,
user_2392,Astronomy,Bird Watching,Associate's,49,"AI Prompt Engineering, Critical Thinking, Graphic Design, Public Speaking, UI/UX Design",1,8,7,3,10,7,10,Social Worker,,,,,,
user_2393,Writing,Writing,Master's,21,"Critical Thinking, First Aid, Programming",2,1,8,2,10,2,3,Electrician,,,,,,
user_2394,Technology,Video Gaming,Master's,24,"AI Prompt Engineering, Digital Marketing, Research, Video Editing",6,6,1,2,10,4,6,Lawyer,,,,,,
user_2395,Technology,Knitting,Bachelor's,32,"Digital Marketing, Robotics",8,1,1,2,8,5,10,Chef,,,,,,
user_2396,Music,Cooking,High School,63,"AI Prompt Engineering, Digital Marketing, Electrical Repair, Photography, Robotics",8,1,2,1,2,5,10,Electrician,,,,,,
user_2397,Collecting,Cooking,Doctorate,61,"Foreign Languages, Graphic Design, Photography, Programming",9,7,6,5,10,7,7,UX Designer,,,,,,
user_2398,DIY,Gardening,Associate's,48,"Graphic Design, Robotics",9,1,1,5,6,1,2,Architect,,,,,,
user_2399,Chess,Traveling,Doctorate,44,"Project Management, Robotics",8,7,10,4,5,8,8,UX Designer,,,,,,
user_2400,Chess,Fishing,Bachelor's,27,"Negotiation, Programming, Robotics, Writing",5,3,3,5,7,5,1,Cybersecurity Specialist,,,,,,
user_2401,Collecting,Chess,High School,65,"Data Analysis, Sewing, Writing",2,5,9,9,2,7,1,Psychologist,,,,,,
user_2402,Magic,Bird Watching,High School,53,"Empathy, Video Editing, Writing",9,7,6,1,5,5,5,Construction Worker,,,,,,
user_2403,Entrepreneurship,Bird Watching,Doctorate,19,"Cybersecurity, Negotiation",1,2,6,2,4,8,9,Mechanic,,,,,,
user_2404,Sports,Baking,Bachelor's,40,"Critical Thinking, Empathy",7,9,2,8,1,1,7,Registered Nurse,,,,,,
user_2405,Acting,Writing,Vocational,56,"Data Analysis, Driving, Empathy, Foreign Languages, Video Editing",1,6,5,2,8,2,6,Pilot,,,,,,
user_2406,Environment,Cycling,Doctorate,65,"Programming, Weightlifting",8,8,9,5,3,9,5,Construction Worker,,,,,,
user_2407,Astronomy,Bird Watching,High School,45,"AI Prompt Engineering, Cybersecurity, Graphic Design, Project Management, Writing",3,3,9,4,5,10,2,UX Designer,,,,,,
user_2409,Gaming,Reading,High School,29,"Cooking, Sewing, Video Editing",3,1,9,4,7,2,1,Plumber,,,,,,
user_2410,Writing,Rock Climbing,Bachelor's,59,"Cybersecurity, Empathy, Public Speaking",7,4,8,1,4,6,6,Actor,,,,,,
user_2411,Chess,Knitting,High School,45,"Project Management, Research, Time Management, Video Editing, Weightlifting",6,9,7,4,7,1,3,Farm Worker,,,,,,
user_2412,Art,Collecting Stamps,Vocational,29,"Conflict Resolution, First Aid, Negotiation, Public Speaking",9,1,7,10,5,1,10,Actor,,,,,,
user_2413,Meditation,Running,Vocational,58,"Data Analysis, Public Speaking, Sewing, Weightlifting",1,1,7,7,6,9,5,Cybersecurity Specialist,,,,,,
user_2414,Reading,Gardening,Vocational,62,"Cybersecurity, Financial Literacy, Foreign Languages, Robotics",1,9,10,8,1,7,5,Marketing Manager,,,,,,
user_2415,Fashion,Origami,Master's,21,"Digital Marketing, Empathy, Robotics, Singing",1,5,8,1,3,8,9,Chef,,,,,,
user_2416,Reading,Reading,Doctorate,25,"Empathy, Leadership",8,6,5,8,4,9,9,Elementary Teacher,,,,,,
user_2417,Cooking,Pottery,Vocational,50,"Carpentry, Electrical Repair, Programming, Research",6,6,4,3,1,6,3,AI Engineer,,,,,,
user_2418,Gardening,Cooking,Associate's,47,"Graphic Design, Research",8,9,9,8,6,1,6,Financial Analyst,,,,,,
user_2419,Music,Dancing,Doctorate,23,"Cybersecurity, Data Analysis, Programming, Project Management",1,8,5,1,5,6,2,Social Worker,,,,,,
user_2420,Reading,Scuba Diving,Master's,27,"First Aid, Singing, Time Management, UI/UX Design, Weightlifting",8,4,9,8,10,4,1,Pilot,,,,,,
user_2421,Art,Dancing,Bachelor's,30,"Electrical Repair, Graphic Design, Project Management, Public Speaking, Research",5,2,4,8,4,10,5,AI Engineer,,,,,,
user_2422,Chess,Swimming,Bachelor's,55,"Conflict Resolution, Critical Thinking, Foreign Languages, Photography",4,7,6,4,2,5,6,Electrician,,,,,,
user_2424,Environment,Playing Guitar,High School,60,"AI Prompt Engineering, Cooking, Programming, Project Management, Sewing",3,8,1,5,1,1,5,Journalist,,,,,,
user_2425,Art,Astronomy,Bachelor's,59,"Empathy, Public Speaking, Video Editing",3,8,6,8,9,10,7,Farm Worker,,,,,,
user_2426,Travel,Pottery,High School,53,"Conflict Resolution, Photography, Weightlifting",1,10,8,1,2,10,10,Pilot,,,,,,
user_2427,Dancing,Pottery,Doctorate,43,"Data Analysis, Programming, Time Management",9,7,4,7,8,9,3,Construction Worker,,,,,,
user_2428,Gaming,Reading,Bachelor's,27,"Critical Thinking, Data Analysis, Programming",3,6,3,9,5,7,6,Software Engineer,,,,,,
user_2429,Cooking,Skiing,Associate's,24,"AI Prompt Engineering, Data Analysis, Electrical Repair, Photography, Programming",1,9,1,9,4,5,9,Civil Engineer,,,,,,
user_2430,Gaming,Meditation,High School,35,"First Aid, Foreign Languages, Photography",6,9,7,8,3,7,1,Farm Worker,,,,,,
user_2431,Reading,Baking,Doctorate,44,"Cooking, Financial Literacy, Public Speaking, UI/UX Design",10,10,8,5,4,1,9,HR Manager,,,,,,
user_2432,Cars,Board Games,Associate's,63,"Data Analysis, Electrical Repair, Project Management",7,9,9,8,1,5,2,UX Designer,,,,,,
user_2433,Psychology,Photography,Associate's,28,"Robotics, Writing",6,7,3,5,8,10,10,Financial Analyst,,,,,,
user_2434,Fashion,Photography,Bachelor's,33,"Graphic Design, UI/UX Design",1,8,9,5,7,5,1,Graphic Designer,,,,,,
user_2435,Dancing,Collecting Stamps,Master's,62,"Cooking, Driving, Foreign Languages, Leadership, Robotics",6,3,6,6,5,3,5,Civil Engineer,,,,,,
user_2436,Art,Painting,Doctorate,33,"Graphic Design, UI/UX Design",7,1,2,6,5,2,4,Graphic Designer,,,,,,
user_2437,Travel,Playing Guitar,Master's,26,"Driving, Robotics, Singing",10,9,7,3,3,6,5,Social Worker,,,,,,
user_2438,Technology,Chess,Master's,25,"Critical Thinking, Data Analysis, Programming",2,5,10,3,7,3,8,Data Scientist,,,,,,
user_2439,Meditation,Swimming,Bachelor's,36,"Financial Literacy, Public Speaking, Research, Robotics, Time Management",7,2,5,10,1,10,2,Civil Engineer,,,,,,
user_2441,Psychology,Painting,Associate's,60,"Driving, Photography, Public Speaking, Robotics, UI/UX Design",8,4,3,2,7,7,6,Cybersecurity Specialist,,,,,,
