user_id,passion,hobby,education_level,age,skills,openness,conscientiousness,extraversion,agreeableness,neuroticism,salary_importance,work_life_balance,career_title
user_2941,Psychology,Astronomy,Associate's,57,"Research,Critical Thinking",9,9,2,6,2,5,5,UX Designer
user_2942,Reading,Singing,Master's,48,"Empathy,Leadership",7,9,9,6,5,6,6,Elementary Teacher
user_2943,History,Collecting Stamps,Associate's,57,"Carpentry,Driving",4,5,5,3,4,9,2,Construction Worker
user_2944,Fitness,Collecting Stamps,Doctorate,24,"Data Analysis,Critical Thinking,Video Editing,Weightlifting,Carpentry",9,9,4,7,4,6,9,Plumber
user_2945,Travel,Photography,Doctorate,30,"Foreign Languages,Data Analysis,Robotics,Electrical Repair",1,3,8,9,5,8,4,Journalist
user_2946,Cooking,Playing Guitar,Master's,65,"Writing,Sewing",7,2,10,7,9,3,3,Mechanic
user_2947,Psychology,Crafts,Master's,41,"Leadership,Empathy",5,8,5,1,8,4,10,Elementary Teacher
user_2948,Gardening,Video Gaming,Bachelor's,55,"Video Editing,Data Analysis",9,4,5,5,3,6,2,Lawyer
user_2949,Writing,Meditation,Doctorate,26,"Data Analysis,Negotiation,UI/UX Design,Project Management",9,7,4,5,9,5,1,Psychologist
user_2950,Magic,Cycling,Associate's,37,"Photography,Digital Marketing,Writing,Cybersecurity",6,3,1,2,6,7,10,Biomedical Engineer
user_2951,Chess,Bird Watching,Vocational,30,"Foreign Languages,Weightlifting,Leadership,First Aid,Programming",10,2,4,5,2,8,9,Construction Worker
user_2952,Astronomy,Skiing,High School,60,"Weightlifting,Negotiation,Data Analysis,Critical Thinking",10,6,2,5,10,6,6,Construction Worker
user_2953,Animals,Knitting,Bachelor's,55,"First Aid,Critical Thinking",4,9,9,2,7,9,5,Registered Nurse
user_2954,Art,Video Gaming,High School,37,"First Aid,Cooking,Programming,Digital Marketing,Driving",1,7,1,5,6,2,10,Biomedical Engineer
user_2955,Art,Reading,Vocational,49,"Digital Marketing,Cybersecurity,Project Management,Research,Electrical Repair",3,3,4,8,4,7,10,Financial Analyst
user_2956,Animals,Gardening,Associate's,47,"Negotiation,Photography,Cooking",3,3,7,6,5,10,4,Psychologist
user_2957,Technology,Cycling,Vocational,61,"Research,AI Prompt Engineering,Time Management,Foreign Languages",5,3,7,1,7,1,1,Cybersecurity Specialist
user_2958,Music,Scuba Diving,Associate's,23,"Financial Literacy,Cybersecurity,Digital Marketing,Data Analysis",7,5,2,2,10,10,2,Statistician
user_2959,Technology,Traveling,Associate's,29,"Public Speaking,Foreign Languages,Project Management,Singing,Sewing",10,3,3,4,9,5,4,HR Manager
user_2960,Magic,Meditation,Associate's,41,"Project Management,Cooking,Graphic Design",8,5,8,6,3,10,5,Psychologist
user_2961,Collecting,Crafts,Master's,49,"Leadership,Public Speaking",7,8,7,7,6,8,1,Elementary Teacher
user_2962,Photography,Skiing,Doctorate,51,"Negotiation,Research,Photography,Financial Literacy,Sewing",5,3,2,5,5,9,4,Electrician
user_2963,Psychology,Skiing,Vocational,57,"Weightlifting,Leadership,Photography,Singing,Cybersecurity",3,6,3,6,5,4,1,Social Worker
user_2964,Writing,Bird Watching,Vocational,61,"Research,Video Editing,Foreign Languages,Conflict Resolution",1,7,9,10,10,3,5,Construction Worker
user_2965,Entrepreneurship,Video Gaming,Bachelor's,27,"Programming,Data Analysis",4,10,6,6,2,3,2,Software Engineer
user_2966,Technology,Traveling,Associate's,24,"Project Management,UI/UX Design,Carpentry,Foreign Languages",4,3,7,3,2,5,5,Architect
user_2967,Dancing,Singing,Master's,43,"Singing,Conflict Resolution,Electrical Repair,Writing,Leadership",1,2,2,6,10,2,4,Psychologist
user_2968,Film,Knitting,Vocational,39,"Research,First Aid,Foreign Languages,AI Prompt Engineering",1,4,4,7,10,4,2,HR Manager
user_2969,Gaming,Yoga,Vocational,34,"UI/UX Design,Creativity,Graphic Design",3,7,1,3,4,6,7,Graphic Designer
user_2970,History,Running,Bachelor's,50,"AI Prompt Engineering,Empathy",6,1,8,9,7,8,10,Environmental Scientist
user_2971,Animals,Origami,Master's,57,"Empathy,Leadership,Public Speaking",2,3,4,2,10,1,1,Elementary Teacher
user_2972,Magic,Fishing,Master's,43,"Weightlifting,UI/UX Design,Electrical Repair",4,6,4,4,3,8,1,Plumber
user_2973,Reading,Astronomy,Master's,41,"Photography,Graphic Design,Video Editing,Carpentry",2,1,7,6,2,5,10,Social Worker
user_2974,Travel,Photography,High School,39,"Electrical Repair,Writing,Graphic Design,Driving",1,4,1,3,8,6,10,Mechanic
user_2975,History,Video Gaming,Master's,30,"Conflict Resolution,Leadership,Critical Thinking,Photography",5,3,4,2,5,10,5,AI Engineer
user_2976,Fitness,Volunteering,Bachelor's,24,"Critical Thinking,Empathy,First Aid",6,2,5,2,5,1,6,Registered Nurse
user_2977,Cars,Chess,Doctorate,28,"UI/UX Design,Digital Marketing,Research,Foreign Languages,First Aid",2,3,3,7,5,8,3,Pilot
user_2978,History,Traveling,Doctorate,43,"Conflict Resolution,Critical Thinking",3,5,1,9,2,8,5,Financial Analyst
user_2979,Gardening,Board Games,Doctorate,29,"Research,Robotics,Foreign Languages,Leadership,Conflict Resolution",3,1,10,2,9,9,2,Journalist
user_2980,Cooking,Board Games,Master's,20,"Programming,Carpentry,AI Prompt Engineering,Sewing,Robotics",8,10,1,10,7,4,6,Statistician
user_2981,Travel,Playing Guitar,High School,46,"Project Management,Driving",6,4,4,8,10,8,1,Journalist
user_2982,Technology,Running,Bachelor's,29,"Photography,Electrical Repair,Graphic Design,Writing",3,1,2,6,4,4,4,UX Designer
user_2983,Languages,Swimming,Associate's,46,"UI/UX Design,Weightlifting,Graphic Design,Photography",4,2,2,6,2,10,7,UX Designer
user_2984,Reading,Skiing,Bachelor's,30,"Negotiation,Critical Thinking",4,1,10,10,1,4,5,Civil Engineer
user_2985,Collecting,Singing,Doctorate,42,"Writing,Graphic Design,Photography,Video Editing,Critical Thinking",7,4,6,2,5,6,3,Financial Analyst
user_2986,Fitness,Pottery,Doctorate,38,"Robotics,Cybersecurity,AI Prompt Engineering",8,10,10,4,5,10,7,Cybersecurity Specialist
user_2987,Cooking,Cycling,Doctorate,56,"Programming,Driving,Video Editing,Critical Thinking,Foreign Languages",5,2,3,4,2,6,5,Construction Worker
user_2988,Gaming,Video Gaming,Vocational,26,"Data Analysis,Programming,Critical Thinking",5,10,2,5,2,1,6,Software Engineer
user_2989,Art,Painting,Bachelor's,28,"Creativity,UI/UX Design,Graphic Design",7,8,7,9,8,10,7,Graphic Designer
user_2990,Reading,Scuba Diving,Vocational,18,"Cybersecurity,Digital Marketing",4,4,3,8,10,9,9,Social Worker
user_2991,Volunteering,Rock Climbing,Bachelor's,56,"Public Speaking,Empathy,Leadership",6,7,2,7,1,4,9,Elementary Teacher
user_2992,Chess,Cooking,Vocational,50,"Time Management,Cooking,Cybersecurity,Video Editing,Graphic Design",5,2,1,10,7,7,2,Social Worker
user_2993,Volunteering,Collecting Stamps,High School,53,"Research,Weightlifting,Public Speaking,Foreign Languages",10,1,4,1,4,5,8,Farm Worker
user_2994,Entrepreneurship,Playing Guitar,Master's,42,"Critical Thinking,Programming,Data Analysis",10,3,1,8,3,3,4,Software Engineer
user_2995,Animals,Running,Master's,61,"Graphic Design,Data Analysis,Cybersecurity,Digital Marketing",10,10,8,8,4,9,8,Electrician
user_2996,Meditation,Cooking,Vocational,43,"Financial Literacy,Singing",5,3,3,10,7,7,6,Architect
user_2997,Sports,Hiking,High School,43,"Robotics,Programming,Video Editing",9,2,5,9,5,10,10,Farm Worker
user_2998,Animals,Pottery,High School,22,"Programming,Sewing,Leadership",5,4,4,10,2,5,2,Cybersecurity Specialist
user_2999,Chess,Hiking,High School,58,"Programming,Electrical Repair,Sewing,First Aid",10,6,1,5,5,4,3,Electrician
user_3000,Psychology,Pottery,Associate's,59,"Sewing,UI/UX Design,Data Analysis,Research",7,2,7,10,4,7,3,Civil Engineer
user_3001,Acting,Playing Guitar,Master's,24,"Writing,Programming,Weightlifting",6,8,5,2,1,4,8,Electrician
user_3002,Reading,Crafts,Associate's,27,"Public Speaking,Empathy,Leadership",9,2,2,7,5,5,7,Elementary Teacher
user_3003,Magic,Collecting Stamps,High School,24,"Weightlifting,Carpentry",10,2,6,9,6,2,2,Dentist
user_3004,Entrepreneurship,Gardening,Vocational,30,"Digital Marketing,Weightlifting,Cooking,Financial Literacy",10,7,9,3,9,10,1,Chef
user_3005,Reading,Playing Guitar,High School,43,"Robotics,Video Editing,Public Speaking,Project Management,Electrical Repair",2,7,9,10,3,8,9,Psychologist
user_3006,Writing,Rock Climbing,Master's,30,"Critical Thinking,Writing,Driving",8,1,6,2,1,5,8,Architect
user_3007,Psychology,Yoga,Bachelor's,41,"Public Speaking,Empathy,Leadership",1,5,5,5,7,10,8,Elementary Teacher
user_3008,Fitness,Meditation,High School,19,"Time Management,Electrical Repair",7,9,10,4,4,5,6,Electrician
user_3009,Writing,Hiking,Doctorate,20,"Programming,Electrical Repair,Sewing",7,7,2,8,1,7,2,Dentist
user_3010,Magic,Painting,Doctorate,19,"Project Management,Leadership,Critical Thinking,Sewing,UI/UX Design",2,9,2,9,7,10,7,Dentist
user_3011,Technology,Video Gaming,Vocational,37,"Sewing,Electrical Repair,Carpentry,Graphic Design,Research",4,10,7,4,7,3,1,Psychologist
user_3012,Animals,Hiking,Master's,23,"Empathy,Public Speaking",7,7,9,7,4,8,3,Elementary Teacher
user_3013,Sports,Baking,Doctorate,59,"Research,Critical Thinking",8,1,6,8,2,3,7,Social Worker
user_3014,Entrepreneurship,Knitting,Bachelor's,47,"Cooking,Electrical Repair",2,2,2,3,1,8,1,Psychologist
user_3015,Technology,Meditation,Bachelor's,49,"Research,Weightlifting,Foreign Languages",3,6,6,3,6,8,7,Environmental Scientist
user_3016,Cars,Pottery,Doctorate,34,"Robotics,Leadership",7,2,9,7,9,4,1,Actor
user_3017,Film,Singing,Bachelor's,52,"Photography,Project Management,Robotics,Conflict Resolution",2,1,2,4,4,10,9,Plumber
user_3018,Magic,Reading,Associate's,23,"Critical Thinking,Empathy",6,7,6,1,3,6,8,Registered Nurse
user_3019,Art,Painting,Doctorate,47,"First Aid,Video Editing",4,7,10,2,10,10,2,Biomedical Engineer
user_3020,Entrepreneurship,Painting,Bachelor's,55,"Graphic Design,Foreign Languages,Cybersecurity,Photography,Video Editing",8,8,2,8,8,6,3,Financial Analyst
user_3021,Volunteering,Crafts,Bachelor's,38,"Leadership,Public Speaking",5,6,3,8,8,1,6,Elementary Teacher
user_3022,Cooking,Chess,Associate's,52,"Singing,Empathy",9,9,7,8,9,10,6,Lawyer
user_3023,Fashion,Gardening,Bachelor's,35,"Critical Thinking,Weightlifting",3,1,2,4,5,10,9,Social Worker
user_3024,Cooking,Reading,Bachelor's,33,"Programming,Data Analysis,Critical Thinking",3,8,4,4,1,9,10,Software Engineer
user_3025,Volunteering,Yoga,Vocational,29,"Empathy,Public Speaking",10,6,5,10,7,9,7,Journalist
user_3026,Music,Meditation,Master's,22,"Video Editing,Electrical Repair,Foreign Languages,Graphic Design",8,1,10,10,6,2,2,UX Designer
user_3027,Entrepreneurship,Painting,High School,21,"Project Management,Leadership",1,6,8,10,6,6,1,HR Manager
user_3028,Collecting,Singing,Bachelor's,61,"Public Speaking,UI/UX Design,Negotiation",8,3,8,6,7,3,3,Lawyer
user_3029,Fashion,Scuba Diving,Vocational,34,"Graphic Design,UI/UX Design",8,7,1,8,3,1,4,Graphic Designer
user_3030,Fashion,Origami,Bachelor's,41,"Writing,AI Prompt Engineering,UI/UX Design,First Aid,Video Editing",7,9,6,4,3,5,2,Journalist
user_3031,Gaming,Baking,High School,49,"Negotiation,Writing,Conflict Resolution,Financial Literacy,UI/UX Design",5,7,6,9,6,8,9,Social Worker
user_3032,Acting,Video Gaming,Master's,33,"Video Editing,Singing,Driving,Project Management",10,9,6,2,7,6,3,Marketing Manager
user_3033,Fashion,Bird Watching,Master's,43,"First Aid,Financial Literacy,Graphic Design",5,5,9,8,8,8,5,Architect
user_3034,Writing,Pottery,Master's,46,"Writing,Conflict Resolution,Time Management",7,1,7,9,9,9,7,Financial Analyst
user_3035,Gaming,Yoga,Bachelor's,29,"Robotics,Graphic Design,Video Editing",4,5,7,6,2,9,7,Pilot
user_3036,Chess,Photography,Doctorate,32,"Financial Literacy,AI Prompt Engineering,Leadership",8,10,1,9,7,9,7,Chef
user_3037,Music,Astronomy,Doctorate,40,"AI Prompt Engineering,Foreign Languages,Electrical Repair",1,2,6,6,3,3,7,Pilot
user_3038,Psychology,Writing,Doctorate,56,"Cybersecurity,Writing,Singing,Electrical Repair",4,6,2,7,9,4,3,Civil Engineer
user_3039,Writing,Pottery,High School,21,"Graphic Design,Empathy,First Aid",10,9,1,1,9,5,8,Journalist
user_3040,Cars,Hiking,Vocational,53,"Digital Marketing,Weightlifting,AI Prompt Engineering",2,4,3,2,9,4,7,Dentist
user_3041,Volunteering,Skiing,High School,51,"Video Editing,AI Prompt Engineering,Leadership,Robotics",8,4,3,10,8,6,9,Sales Representative
user_3042,Art,Skiing,Vocational,34,"Video Editing,Conflict Resolution,AI Prompt Engineering,Leadership",5,6,10,9,10,1,10,Farm Worker
user_3043,Travel,Gardening,Bachelor's,27,"Critical Thinking,Video Editing,Empathy,Cooking,Leadership",9,10,10,9,8,3,5,Social Worker
user_3044,Sports,Astronomy,Vocational,61,"Time Management,Carpentry",8,5,10,4,10,1,10,Dentist
user_3045,Writing,Fishing,Doctorate,24,"Financial Literacy,Driving,Leadership",6,2,4,7,9,5,1,Environmental Scientist
user_3046,Music,Reading,Master's,46,"Writing,Negotiation,Graphic Design,AI Prompt Engineering,Public Speaking",1,4,3,3,7,1,8,Pilot
user_3047,Fashion,Chess,Master's,37,"First Aid,Financial Literacy,Digital Marketing,Graphic Design,Sewing",1,4,3,4,4,9,6,Lawyer
user_3048,Technology,Running,Associate's,52,"Graphic Design,AI Prompt Engineering,Foreign Languages",5,6,10,10,7,9,3,Mechanic
user_3049,Technology,Pottery,Master's,57,"Empathy,AI Prompt Engineering,Carpentry",4,1,8,9,2,5,2,Construction Worker
user_3050,Astronomy,Singing,Master's,63,"Robotics,Critical Thinking,First Aid",6,5,8,6,10,8,2,Farm Worker
user_3051,Dancing,Writing,High School,26,"Carpentry,Video Editing,Research,Critical Thinking",6,10,7,4,10,5,7,Financial Analyst
user_3052,Animals,Reading,Vocational,40,"Leadership,Cybersecurity,Writing,Project Management",7,4,3,8,6,1,3,Actor
user_3053,Reading,Board Games,Bachelor's,55,"Public Speaking,Empathy,Leadership",7,7,5,10,8,1,7,Elementary Teacher
user_3054,Entrepreneurship,Writing,Doctorate,35,"Empathy,Driving,Cybersecurity",4,6,7,3,4,10,6,Cybersecurity Specialist
user_3055,Technology,Rock Climbing,Vocational,23,"Programming,Data Analysis,Critical Thinking",1,9,10,4,10,6,7,Software Engineer
user_3056,Writing,Rock Climbing,Bachelor's,25,"Conflict Resolution,Graphic Design",5,8,9,3,5,8,6,AI Engineer
user_3057,Animals,Fitness,Associate's,51,"Critical Thinking,Empathy,First Aid",8,4,2,7,1,4,6,Registered Nurse
user_3058,DIY,Video Gaming,High School,62,"Project Management,Conflict Resolution,UI/UX Design,First Aid",2,7,10,5,6,7,5,Civil Engineer
user_3059,History,Rock Climbing,High School,35,"Cybersecurity,Leadership,Critical Thinking",1,1,1,1,2,4,8,Lawyer
user_3060,Technology,Video Gaming,Vocational,26,"Data Analysis,Programming,Critical Thinking",8,7,3,3,4,4,5,Software Engineer
user_3061,Entrepreneurship,Dancing,Bachelor's,52,"Robotics,Foreign Languages,Graphic Design,Public Speaking,Cybersecurity",1,1,1,6,10,2,2,Pilot
user_3062,Travel,Skiing,Vocational,37,"Critical Thinking,Public Speaking",3,7,10,7,4,2,6,Biomedical Engineer
user_3063,Astronomy,Board Games,Associate's,47,"Data Analysis,Cybersecurity,Photography,Leadership",4,9,3,4,8,1,9,Construction Worker
user_3064,Animals,Reading,Master's,28,"Empathy,Public Speaking,Leadership",3,7,5,6,8,1,2,Elementary Teacher
user_3065,Volunteering,Reading,Doctorate,53,"Empathy,Critical Thinking",10,4,2,1,9,3,7,Registered Nurse
user_3066,History,Baking,High School,45,"Critical Thinking,Data Analysis",9,7,10,7,1,10,6,HR Manager
user_3067,Acting,Rock Climbing,High School,63,"Writing,Cooking",9,7,5,4,6,9,4,Sales Representative
user_3068,Dancing,Chess,Master's,26,"Time Management,Data Analysis,Leadership,Driving,Video Editing",2,8,6,7,9,7,4,Financial Analyst
user_3069,Languages,Drawing,Associate's,30,"UI/UX Design,Graphic Design,Creativity",1,4,6,9,1,9,8,Graphic Designer
user_3070,Collecting,Rock Climbing,High School,50,"Robotics,Digital Marketing,Critical Thinking,Singing",9,4,2,10,3,8,3,Mechanic
user_3071,Meditation,Writing,Doctorate,30,"Leadership,Graphic Design,Singing",2,7,8,2,8,8,2,Sales Representative
user_3072,Astronomy,Rock Climbing,Vocational,45,"Writing,Critical Thinking",6,8,5,2,8,10,2,UX Designer
user_3073,Music,Origami,High School,32,"Public Speaking,Robotics,Driving",3,2,5,9,10,1,5,Environmental Scientist
user_3074,Film,Skiing,Master's,64,"Time Management,Project Management",8,8,3,5,5,4,8,Construction Worker
user_3075,Gaming,Meditation,High School,41,"Photography,UI/UX Design,Video Editing",6,10,8,5,8,1,10,Lawyer
user_3076,Film,Collecting Stamps,High School,50,"Digital Marketing,Leadership,Weightlifting",3,7,6,7,2,10,8,HR Manager
user_3077,Reading,Writing,Master's,55,"Video Editing,Empathy",10,10,3,8,8,1,9,AI Engineer
user_3078,Meditation,Collecting Stamps,Bachelor's,46,"AI Prompt Engineering,UI/UX Design,Electrical Repair,Writing",7,8,4,9,1,1,8,Construction Worker
user_3079,Astronomy,Playing Guitar,Vocational,54,"First Aid,Electrical Repair,Sewing",5,2,3,7,8,9,9,Environmental Scientist
user_3080,Technology,Chess,Bachelor's,18,"Project Management,Graphic Design,Electrical Repair,Weightlifting",4,3,2,4,4,1,6,Statistician
user_3081,Music,Cooking,Doctorate,61,"Time Management,Driving,Robotics",6,6,8,7,10,4,1,Statistician
user_3082,DIY,Meditation,Doctorate,22,"Foreign Languages,Project Management",4,2,6,5,4,5,5,Biomedical Engineer
user_3083,Gaming,Origami,Associate's,52,"Writing,Data Analysis,Cybersecurity,Electrical Repair,Sewing",3,5,10,9,6,10,7,Journalist
user_3084,Dancing,Swimming,Vocational,58,"Electrical Repair,Carpentry,First Aid,Programming,Leadership",10,7,3,9,8,1,2,Marketing Manager
user_3085,Collecting,Fitness,Associate's,29,"Critical Thinking,First Aid",10,10,10,3,1,8,2,Registered Nurse
user_3086,Dancing,Running,Master's,59,"Public Speaking,Cooking,Photography,UI/UX Design,Critical Thinking",7,2,2,8,4,5,2,Electrician
user_3087,Gardening,Photography,Vocational,33,"UI/UX Design,Cooking,Negotiation",10,2,7,5,10,2,6,Chef
user_3088,Volunteering,Swimming,Doctorate,37,"Cooking,Programming,Public Speaking,Electrical Repair,UI/UX Design",5,5,4,6,3,6,1,Electrician
user_3089,Fashion,Reading,Bachelor's,59,"AI Prompt Engineering,Foreign Languages,Conflict Resolution,Research,Financial Literacy",8,8,9,2,4,5,2,Marketing Manager
user_3090,Environment,Meditation,High School,61,"Photography,Negotiation,UI/UX Design,Programming",10,1,5,4,6,2,9,Marketing Manager
user_3091,Sports,Skiing,Doctorate,43,"Data Analysis,Sewing,Weightlifting,Photography",3,8,2,1,1,5,10,HR Manager
user_3092,Environment,Bird Watching,Doctorate,19,"Time Management,Research",3,1,6,1,10,2,7,Marketing Manager
user_3093,Animals,Playing Guitar,Vocational,53,"Negotiation,Writing,Empathy,Research,Data Analysis",2,10,3,5,10,2,3,Psychologist
user_3094,Gaming,Cycling,Master's,31,"First Aid,Negotiation,Data Analysis",7,8,10,2,8,8,7,Environmental Scientist
user_3095,Animals,Reading,Doctorate,42,"Public Speaking,Leadership,Empathy",6,4,2,6,4,6,7,Elementary Teacher
user_3096,Sports,Scuba Diving,Doctorate,19,"Data Analysis,First Aid,Research,Electrical Repair",8,2,7,9,3,9,10,Environmental Scientist
user_3097,Gaming,Cooking,High School,43,"Video Editing,Project Management,AI Prompt Engineering",8,1,4,9,7,5,8,AI Engineer
user_3098,Art,Drawing,Bachelor's,36,"Graphic Design,UI/UX Design,Creativity",5,2,5,6,3,9,8,Graphic Designer
user_3099,Fashion,Yoga,Doctorate,23,"Foreign Languages,Critical Thinking,Photography,First Aid,Graphic Design",1,6,8,10,5,1,7,Marketing Manager
user_3100,Acting,Chess,Associate's,35,"First Aid,Empathy,Negotiation",2,10,10,6,6,1,9,Journalist
user_3101,Gaming,Astronomy,High School,65,"Driving,Electrical Repair,Programming,UI/UX Design",7,7,3,6,1,2,7,HR Manager
user_3102,Collecting,Traveling,Master's,55,"Leadership,Public Speaking,Empathy",2,6,3,9,4,1,6,Elementary Teacher
user_3103,Astronomy,Painting,Associate's,25,"UI/UX Design,Graphic Design",6,3,2,1,10,5,3,Graphic Designer
user_3104,Animals,Fitness,Master's,22,"Critical Thinking,Empathy",1,1,3,3,8,10,9,Registered Nurse
user_3105,Gardening,Astronomy,Master's,62,"UI/UX Design,Photography,Carpentry,Foreign Languages",1,4,3,3,5,1,9,Electrician
user_3106,Gaming,Cycling,Bachelor's,24,"Public Speaking,Weightlifting,Video Editing,Singing",6,3,5,7,1,9,9,Environmental Scientist
user_3107,Dancing,Dancing,High School,29,"Financial Literacy,Conflict Resolution,Leadership",7,7,1,1,10,10,10,Psychologist
user_3108,Animals,Reading,Master's,37,"Public Speaking,Empathy,Leadership",2,3,6,10,10,7,9,Elementary Teacher
user_3109,Film,Scuba Diving,Bachelor's,52,"Financial Literacy,Writing,Graphic Design,Cooking,Critical Thinking",3,10,6,10,10,6,8,UX Designer
user_3110,Writing,Collecting Stamps,High School,65,"Digital Marketing,Negotiation",4,4,7,4,6,10,3,Farm Worker
user_3111,Cars,Photography,Associate's,38,"Foreign Languages,Digital Marketing,Robotics,UI/UX Design,Data Analysis",5,4,9,8,1,7,2,Environmental Scientist
user_3112,Volunteering,Collecting Stamps,Associate's,57,"AI Prompt Engineering,Cybersecurity,Weightlifting,Data Analysis",10,3,7,6,10,6,2,Environmental Scientist
user_3113,Dancing,Chess,Vocational,23,"Research,Electrical Repair,Weightlifting",5,1,1,2,10,9,1,Architect
user_3114,Sports,Knitting,Associate's,38,"Creativity,Graphic Design,UI/UX Design",10,8,9,6,6,2,8,Graphic Designer
user_3115,Chess,Astronomy,High School,59,"First Aid,Negotiation,AI Prompt Engineering",5,9,10,4,1,5,10,Architect
user_3116,Gaming,Reading,Master's,44,"Programming,Data Analysis",2,7,8,10,3,7,7,Software Engineer
user_3117,Animals,Singing,Master's,54,"Financial Literacy,Foreign Languages",5,1,9,2,1,7,8,Psychologist
user_3118,Dancing,Reading,Associate's,56,"Robotics,Programming,Singing",7,6,4,8,5,10,5,Construction Worker
user_3119,Technology,Rock Climbing,Doctorate,45,"Empathy,Cybersecurity,Cooking,First Aid,Weightlifting",10,4,5,8,9,2,3,Social Worker
user_3120,Magic,Astronomy,Doctorate,65,"Cybersecurity,Financial Literacy,Driving,Digital Marketing,Carpentry",1,2,10,8,1,4,1,Journalist
user_3121,Cooking,Fishing,Associate's,51,"Graphic Design,Financial Literacy",10,2,3,8,8,7,2,HR Manager
user_3122,Acting,Chess,Bachelor's,47,"Research,Cybersecurity,Programming,Public Speaking,First Aid",3,6,10,8,7,6,8,Chef
user_3123,Languages,Video Gaming,Master's,60,"Graphic Design,AI Prompt Engineering,Video Editing,First Aid",10,10,1,2,5,1,10,Chef
user_3124,Photography,Cycling,Associate's,37,"Creativity,Graphic Design,UI/UX Design",8,7,7,7,8,6,3,Graphic Designer
user_3125,Animals,Meditation,Bachelor's,18,"UI/UX Design,Weightlifting,Negotiation,Research,Singing",2,2,3,5,6,1,8,Pilot
user_3126,Languages,Collecting Stamps,Bachelor's,65,"Conflict Resolution,Data Analysis",10,3,3,8,2,7,7,Dentist
user_3127,Cars,Video Gaming,Master's,32,"Programming,Data Analysis,Critical Thinking",7,2,4,6,5,3,8,Software Engineer
user_3128,Cars,Traveling,High School,21,"Cooking,Conflict Resolution,UI/UX Design",4,1,5,7,8,5,1,Journalist
user_3129,Writing,Fishing,Bachelor's,36,"Cooking,Conflict Resolution,Foreign Languages",3,9,8,6,4,2,9,Environmental Scientist
user_3130,Dancing,Dancing,Vocational,63,"First Aid,Negotiation,Leadership,Electrical Repair,Sewing",2,7,7,4,10,4,1,Civil Engineer
user_3131,Volunteering,Volunteering,Associate's,43,"Critical Thinking,Empathy,First Aid",6,2,3,2,9,9,4,Registered Nurse
user_3132,Chess,Yoga,Associate's,62,"Financial Literacy,Negotiation,Weightlifting,Writing",7,7,10,7,3,6,4,Sales Representative
user_3133,Technology,Reading,Bachelor's,50,"Critical Thinking,First Aid,Empathy",4,1,1,3,3,5,3,Registered Nurse
user_3134,Travel,Writing,Doctorate,30,"UI/UX Design,Graphic Design,Research,AI Prompt Engineering",10,10,8,3,2,2,2,Electrician
user_3135,Film,Meditation,Vocational,64,"Foreign Languages,Research",8,7,5,3,1,2,2,UX Designer
user_3136,Dancing,Reading,Doctorate,34,"Public Speaking,Robotics,Cooking,Carpentry,Financial Literacy",1,5,10,6,7,7,9,Plumber
user_3137,Travel,Bird Watching,Doctorate,58,"Project Management,Electrical Repair,Sewing",9,4,10,3,10,1,3,Construction Worker
user_3138,Collecting,Traveling,High School,49,"AI Prompt Engineering,Robotics,Empathy,Cybersecurity,Foreign Languages",6,8,8,7,6,5,4,Architect
user_3139,Reading,Playing Guitar,High School,28,"Cooking,Driving,Digital Marketing,First Aid",8,5,10,2,2,7,1,Marketing Manager
user_3140,Cooking,Hiking,Doctorate,63,"Driving,First Aid,Financial Literacy,Time Management",5,5,8,5,9,5,9,Civil Engineer
user_3141,Sports,Cooking,High School,58,"Electrical Repair,Project Management,AI Prompt Engineering,Empathy",10,2,5,3,7,1,8,HR Manager
user_3142,Gaming,Painting,Bachelor's,43,"Driving,Video Editing,Data Analysis,Sewing",3,4,10,6,6,5,6,Statistician
user_3143,Music,Singing,Bachelor's,47,"Financial Literacy,Conflict Resolution,Driving,Photography,Public Speaking",10,8,9,1,4,10,10,Cybersecurity Specialist
user_3144,Astronomy,Fishing,Vocational,54,"Robotics,AI Prompt Engineering",2,10,4,9,3,9,10,HR Manager
user_3145,Volunteering,Yoga,Master's,58,"Cooking,Programming,Negotiation,Public Speaking",7,9,2,6,2,2,5,Biomedical Engineer
user_3146,Magic,Photography,Bachelor's,42,"Creativity,Graphic Design",9,2,5,5,6,7,6,Graphic Designer
user_3147,Art,Photography,Associate's,34,"Empathy,Photography,Digital Marketing,Singing,First Aid",6,6,5,6,1,2,3,Journalist
user_3148,Dancing,Hiking,High School,26,"Negotiation,Weightlifting",10,4,1,9,10,9,10,Architect
user_3149,Photography,Photography,Bachelor's,21,"Creativity,Graphic Design,UI/UX Design",9,3,7,7,8,5,1,Graphic Designer
user_3150,Collecting,Yoga,Master's,60,"Carpentry,Negotiation,Driving,Robotics,AI Prompt Engineering",6,10,1,2,3,2,4,HR Manager
user_3151,Sports,Writing,Vocational,45,"Video Editing,Foreign Languages,Time Management,Digital Marketing",8,1,7,8,6,7,5,Electrician
user_3152,History,Photography,Bachelor's,25,"Creativity,UI/UX Design",6,4,3,2,7,9,6,Graphic Designer
user_3153,Technology,Reading,Associate's,51,"Empathy,Video Editing,Public Speaking",8,3,3,9,9,5,10,Actor
user_3154,Entrepreneurship,Pottery,Master's,51,"Data Analysis,Programming",7,6,3,9,6,5,5,Statistician
